"Carnegie" "Sal_asst" "FICE" "Name" "State" "Carnegie_code" "Sal_full" "Sal_assoc" "Sal_all" "Comp_full" "Comp_assoc" "Comp_asst" "Comp_all" "N_full" "N_assoc" "N_asst" "N_instr" "Num_tot"
2 359 2842 "SUNY College at Buffalo" "NY" "IIA" "536" "433" 444 "693" "560" "464" 573 144 157 88 3 424
2 341 2843 "SUNY College at Cortland" "NY" "IIA" "530" "411" 432 "691" "537" "439" 563 85 76 66 0 234
2 350 2844 "SUNY College at Fredonia" "NY" "IIA" "562" "438" 450 "731" "569" "451" 585 93 65 54 15 235
2 348 2845 "SUNY College at Geneseo" "NY" "IIA" "541" "411" 405 "704" "536" "448" 525 48 78 79 23 243
2 373 2846 "SUNY College at New Paltz" "NY" "IIA" "584" "458" 462 "758" "594" "480" 598 90 96 73 0 283
2 362 2847 "SUNY College at Oneonta" "NY" "IIA" "539" "428" 440 "705" "557" "467" 571 93 78 81 1 267
2 339 2848 "SUNY College at Oswego" "NY" "IIA" "537" "427" 441 "702" "556" "435" 574 111 105 78 4 302
2 343 2849 "SUNY College at Plattsburgh" "NY" "IIA" "538" "435" 445 "701" "566" "441" 578 107 76 71 1 266
2 337 2850 "SUNY College at Potsdam" "NY" "IIA" "531" "413" 424 "691" "539" "436" 552 78 63 52 9 219
1 394 2882 "Syracuse University" "NY" "I" "648" "475" 526 "851" "645" "528" 701 371 301 205 10 891
3 339 2883 "Syracuse Univ.-Utica College" "NY" "IIB" "487" "394" 401 "642" "520" "439" 527 27 46 32 0 105
2 399 2889 "Union College" "NY" "IIA" "638" "508" 512 "841" "677" "501" 667 60 50 54 9 173
1 434 2894 "University of Rochester" "NY" "I" "747" "520" 611 "895" "626" "520" 733 252 130 110 7 508
3 408 2895 "Vassar College" "NY" "IIB" "674" "517" 523 "879" "669" "512" 674 70 60 66 9 212
3 326 2899 "Wagner College" "NY" "IIB" "457" "366" 368 "587" "477" "438" 483 20 17 31 4 72
3 318 2901 "Wells College" "NY" "IIB" "464" "373" 396 "568" "454" "389" 484 21 10 14 0 46
2 408 4779 "Long Island University" "NY" "IIA" "631" "513" 531 "825" "672" "520" 690 233 175 124 22 561
2 410 4804 "New York Inst. of Technology" "NY" "IIA" "569" "492" 491 "726" "642" "546" 639 68 106 43 11 228
3 362 6791 "SUNY College at Purchase" "NY" "IIB" "534" "432" 437 "696" "565" "468" 570 29 52 28 0 114
2 414 6792 "SUNY Coll.Tech. Utica-Rome" "NY" "IIA" "536" "457" 444 "701" "591" "529" 573 8 48 19 8 85
3 374 7109 "SUNY College at Old Westbury" "NY" "IIB" "592" "480" 466 "758" "616" "485" 599 36 42 40 8 127
1 423 9554 "SUNY at Buffalo" "NY" "I" "762" "548" 601 "970" "704" "534" 767 400 338 218 9 982
3 361 10286 "SUNY Empire State College" "NY" "IIB" "543" "437" 430 "706" "562" "468" 554 33 47 35 3 132
3 NA 3011 "Art Academy of Cincinnati" "OH" "IIB" "*" "286" 304 "*" "354" "*" 371 5 6 5 1 17
3 329 3012 "Ashland University" "OH" "IIB" "484" "418" 398 "624" "530" "437" 515 52 58 58 4 179
3 360 3014 "Baldwin-Wallace College" "OH" "IIB" "530" "431" 464 "662" "552" "464" 587 74 39 35 0 148
3 272 3016 "Bluffton College" "OH" "IIB" "368" "309" 312 "466" "389" "347" 399 16 13 19 1 49
1 394 3018 "Bowling Green State Univ." "OH" "I" "620" "481" 483 "817" "644" "530" 643 226 212 180 65 690
2 334 3023 "Capital University" "OH" "IIA" "563" "405" 424 "704" "540" "429" 543 54 36 57 11 158
1 470 3024 "Case Western Reserve Univ." "OH" "I" "754" "518" 585 "948" "663" "600" 744 213 133 126 58 530
3 300 3025 "Cedarville College" "OH" "IIB" "419" "364" 346 "527" "459" "379" 436 32 37 60 3 132
2 390 3032 "Cleveland State University" "OH" "IIA" "611" "459" 486 "750" "575" "495" 606 166 223 128 14 531
3 339 3033 "College of Mount St. Joseph" "OH" "IIB" "477" "412" 360 "575" "482" "401" 423 10 21 52 17 100
3 300 3036 "Franciscan Univ.Steubenville" "OH" "IIB" "445" "362" 349 "580" "440" "405" 449 15 32 34 2 83
3 346 3037 "College of Wooster" "OH" "IIB" "561" "411" 449 "735" "518" "429" 575 52 24 44 2 122
3 325 3038 "Mount Union College" "OH" "IIB" "476" "394" 399 "609" "508" "412" 509 25 21 17 7 70
3 277 3041 "Defiance College The" "OH" "IIB" "373" "333" 326 "438" "388" "330" 382 14 18 11 0 46
3 346 3042 "Denison University" "OH" "IIB" "558" "414" 445 "757" "528" "439" 584 58 32 55 0 146
3 301 3045 "University of Findlay" "OH" "IIB" "417" "370" 330 "526" "470" "369" 413 18 29 51 7 115
3 NA 3046 "Franklin University" "OH" "IIB" "*" "*" 345 "*" "*" "*" 438 0 0 0 0 39
3 298 3048 "Heidelberg College" "OH" "IIB" "399" "334" 331 "491" "407" "349" 397 17 18 24 8 67
3 302 3049 "Hiram College" "OH" "IIB" "468" "367" 373 "602" "469" "379" 474 28 22 20 11 81
2 389 3050 "John Carroll University" "OH" "IIA" "587" "473" 465 "717" "586" "490" 576 59 56 74 14 203
1 389 3051 "Kent State Univ.-Kent Campus" "OH" "I" "654" "473" 502 "810" "602" "505" 636 221 244 203 14 682
3 381 3065 "Kenyon College" "OH" "IIB" "608" "439" 480 "777" "552" "475" 608 49 36 38 8 131
3 283 3069 "Lourdes College" "OH" "IIB" "*" "330" 280 "*" "413" "371" 361 2 8 15 22 47
3 306 3072 "Malone College" "OH" "IIB" "410" "352" 343 "515" "441" "383" 432 20 18 26 4 70
3 298 3073 "Marietta College" "OH" "IIB" "445" "366" 370 "569" "464" "367" 470 27 18 19 5 69
3 290 3084 "Muskingum College" "OH" "IIB" "446" "365" 353 "574" "461" "378" 453 19 19 28 3 69
3 269 3085 "Notre Dame College of Ohio" "OH" "IIB" "*" "294" 290 "*" "346" "318" 340 5 9 15 0 29
3 385 3086 "Oberlin College" "OH" "IIB" "588" "454" 507 "789" "605" "491" 673 121 69 43 6 239
3 371 3089 "Ohio Northern University" "OH" "IIB" "511" "431" 437 "639" "546" "465" 550 55 53 39 8 155
3 335 3092 "Ohio State Univ.-Lima" "OH" "IIB" "*" "460" 384 "*" "567" "424" 480 3 14 19 3 39
3 350 3093 "Ohio State Univ.-Mansfield" "OH" "IIB" "*" "396" 375 "*" "494" "441" 470 2 19 18 2 41
3 337 3094 "Ohio State Univ.-Marion" "OH" "IIB" "508" "424" 410 "622" "526" "426" 510 6 10 9 1 26
3 353 3095 "Ohio State Univ.-Newark" "OH" "IIB" "*" "417" 392 "*" "518" "445" 489 4 13 17 2 36
1 393 3100 "Ohio University-Athens" "OH" "I" "632" "486" 512 "786" "618" "512" 648 248 241 192 4 687
3 354 3109 "Ohio Wesleyan University" "OH" "IIB" "541" "395" 453 "726" "584" "500" 626 67 25 42 2 136
3 329 3110 "Otterbein College" "OH" "IIB" "459" "372" 363 "600" "467" "399" 457 22 42 56 10 130
3 334 3121 "Tiffin University" "OH" "IIB" "485" "379" 379 "593" "470" "410" 466 6 7 14 0 27
1 387 3123 "Univ. of Akron- Main Campus" "OH" "I" "577" "448" 479 "718" "567" "497" 603 278 253 147 39 717
1 393 3125 "Univ.of Cinti.-Main Campus" "OH" "I" "666" "483" 535 "856" "622" "506" 688 447 410 244 12 1113
2 392 3127 "University of Dayton" "OH" "IIA" "590" "479" 482 "765" "616" "495" 618 123 159 130 7 419
1 379 3131 "University of Toledo" "OH" "I" "608" "457" 486 "750" "572" "481" 607 217 152 167 20 556
3 241 3133 "Urbana University" "OH" "IIB" "335" "266" 272 "425" "314" "297" 333 9 12 14 1 36
3 297 3134 "Ursuline College" "OH" "IIB" "413" "350" 306 "476" "410" "361" 363 8 10 20 24 62
3 278 3135 "Walsh University" "OH" "IIB" "407" "344" 346 "504" "427" "352" 432 17 19 10 0 49
3 303 3142 "Wilmington College" "OH" "IIB" "407" "357" 335 "481" "430" "364" 401 10 18 32 1 61
3 341 3143 "Wittenberg University" "OH" "IIB" "546" "413" 438 "704" "543" "436" 567 49 55 32 6 142
2 378 3144 "Xavier University" "OH" "IIA" "571" "473" 449 "712" "586" "467" 557 58 75 78 19 230
2 362 3145 "Youngstown State University" "OH" "IIA" "591" "450" 481 "723" "562" "461" 597 204 116 106 33 459
1 415 6883 "Ohio State Univ.-Main campus" "OH" "I" "703" "491" 555 "846" "603" "516" 676 758 679 443 30 1910
1 376 7104 "Miami University" "OH" "I" "616" "474" 478 "797" "614" "487" 619 258 225 219 60 763
2 300 8795 "Antioch University" "OH" "IIA" "441" "348" 316 "571" "457" "398" 418 30 15 17 3 162
2 385 9168 "Wright State University-Main" "OH" "IIA" "642" "468" 465 "781" "580" "485" 576 126 176 132 45 493
3 368 12748 "Shawnee State University" "OH" "IIB" "510" "439" 411 "658" "563" "502" 537 15 54 35 15 119
3 329 3150 "Cameron University" "OK" "IIB" "426" "360" 345 "531" "452" "415" 434 44 35 63 34 177
3 NA 3151 "Bartlesville Wesleyan Coll." "OK" "IIB" "*" "*" 264 "*" "*" "*" 358 0 0 0 0 26
2 384 3152 "University of Central Okla." "OK" "IIA" "503" "442" 416 "606" "536" "469" 505 108 57 166 58 389
3 352 3154 "East Central University" "OK" "IIB" "453" "407" 378 "538" "488" "429" 456 39 31 64 23 158
3 313 3157 "Langston University" "OK" "IIB" "459" "375" 342 "545" "454" "383" 415 12 31 34 29 108
3 348 3161 "Northeastern State Univ." "OK" "IIB" "455" "374" 377 "554" "462" "431" 464 80 49 71 52 257
3 321 3163 "Northwestern Okla.State Univ" "OK" "IIB" "435" "397" 336 "522" "479" "390" 407 12 11 30 24 77
3 282 3164 "Oklahoma Baptist University" "OK" "IIB" "379" "335" 317 "467" "420" "359" 399 22 33 42 5 102
3 317 3165 "Okla. Christian U. of S&Arts" "OK" "IIB" "432" "372" 385 "527" "454" "371" 466 39 18 15 5 77
3 336 3167 "Univ. of Sci.& Arts of Okla." "OK" "IIB" "427" "369" 362 "528" "459" "434" 454 13 18 11 10 52
1 373 3170 "Oklahoma State Univ.-Main" "OK" "I" "532" "409" 449 "655" "509" "460" 555 342 247 181 11 794
3 311 3174 "Oklahoma Panhandle St.Univ." "OK" "IIB" "427" "360" 346 "515" "444" "386" 425 15 14 14 11 54
3 273 3175 "Phillips University" "OK" "IIB" "365" "315" 317 "438" "381" "327" 381 16 10 15 1 42
2 348 3179 "Southeastern Okla. St. Univ." "OK" "IIA" "464" "407" 363 "558" "493" "425" 440 33 17 61 37 148
2 382 3181 "Sthwtrn Okl.St.U.-Weatherfrd" "OK" "IIA" "464" "429" 393 "567" "528" "474" 485 56 33 65 44 198
1 368 3184 "University of Oklahoma" "OK" "I" "600" "445" 470 "752" "563" "468" 593 286 225 236 24 778
2 404 3185 "University of Tulsa" "OK" "IIA" "686" "500" 513 "835" "608" "493" 625 84 108 73 20 287
3 252 1339 "Western Baptist College" "OR" "IIB" "*" "308" 285 "*" "451" "340" 388 3 7 7 5 22
3 307 3191 "Concordia College" "OR" "IIB" "401" "329" 349 "496" "414" "389" 436 13 15 7 1 36
3 309 3193 "Eastern Oregon State College" "OR" "IIB" "470" "363" 373 "612" "482" "412" 492 20 23 17 5 65
3 302 3194 "George Fox College" "OR" "IIB" "418" "373" 355 "531" "468" "371" 444 20 27 27 3 77
2 362 3197 "Lewis & Clark College" "OR" "IIA" "601" "442" 477 "749" "570" "440" 598 74 36 47 6 171
3 319 3198 "Linfield College" "OR" "IIB" "481" "377" 397 "650" "522" "448" 546 47 47 31 4 129
3 NA 3208 "Northwest Christian College" "OR" "IIB" "*" "*" 292 "*" "*" "*" 409 4 5 2 0 11
2 315 3209 "Western Oregon State College" "OR" "IIA" "439" "354" 361 "575" "470" "417" 472 60 40 33 2 155
1 400 3210 "Oregon State University" "OR" "I" "597" "473" 475 "762" "615" "522" 615 206 209 133 46 622
3 391 3211 "Oregon Institute of Tech." "OR" "IIB" "500" "441" 438 "648" "574" "512" 572 38 32 32 7 109
2 341 3212 "Pacific University" "OR" "IIA" "441" "381" 370 "561" "469" "421" 461 28 32 41 7 108
1 382 3216 "Portland State University" "OR" "I" "544" "437" 474 "693" "564" "498" 609 205 113 77 16 411
3 378 3217 "Reed College" "OR" "IIB" "596" "442" 495 "729" "545" "463" 607 47 20 31 0 98
2 315 3219 "Southern Oregon State Coll." "OR" "IIA" "460" "371" 393 "598" "491" "417" 517 72 49 25 12 161
1 375 3223 "University of Oregon" "OR" "I" "597" "446" 459 "762" "579" "488" 594 240 182 152 89 671
2 387 3224 "University of Portland" "OR" "IIA" "587" "437" 436 "716" "542" "470" 536 26 57 42 2 135
3 216 3225 "Warner Pacific College" "OR" "IIB" "*" "279" 269 "*" "340" "262" 328 4 14 8 0 26
3 345 3227 "Willamette University" "OR" "IIB" "596" "390" 478 "758" "524" "466" 621 69 43 28 4 145
3 359 3229 "Albright College" "PA" "IIB" "488" "396" 430 "648" "514" "451" 562 39 21 15 3 79
3 332 3230 "Allegheny College" "PA" "IIB" "576" "414" 415 "744" "537" "418" 532 36 46 54 8 144
3 295 3233 "Alvernia College" "PA" "IIB" "402" "315" 303 "506" "370" "347" 361 7 12 30 11 60
2 353 3235 "Beaver College" "PA" "IIA" "496" "405" 381 "652" "532" "462" 500 12 20 32 2 68
2 379 3237 "Bryn Mawr College" "PA" "IIA" "620" "466" 511 "767" "605" "478" 639 65 23 20 3 129
2 415 3238 "Bucknell University" "PA" "IIA" "658" "497" 528 "840" "637" "542" 678 84 85 73 1 243
3 354 3241 "Cabrini College" "PA" "IIB" "471" "*" 398 "597" "*" "448" 503 15 5 18 3 41
1 499 3242 "Carnegie-Mellon University" "PA" "I" "829" "566" 678 "994" "691" "617" 820 256 138 125 4 523
3 318 3243 "Cedar Crest College" "PA" "IIB" "475" "392" 375 "591" "495" "392" 468 14 17 29 0 60
3 323 3244 "Chatham College" "PA" "IIB" "492" "397" 394 "628" "503" "407" 500 13 12 16 2 43
3 277 3245 "Chestnut Hill College" "PA" "IIB" "*" "322" 311 "*" "400" "348" 391 5 10 18 4 37
3 346 3247 "College Misericordia" "PA" "IIB" "493" "425" 377 "578" "508" "420" 455 9 22 48 5 84
3 347 3252 "Del. Valley Coll/Sci.&Agr." "PA" "IIB" "504" "411" 379 "649" "511" "426" 473 10 27 21 15 73
3 380 3253 "Dickinson College" "PA" "IIB" "622" "468" 466 "797" "601" "478" 593 35 47 51 7 144
1 459 3256 "Drexel University" "PA" "I" "674" "496" 568 "843" "619" "570" 709 153 114 73 0 341
2 393 3258 "Duquesne University" "PA" "IIA" "602" "469" 475 "753" "597" "497" 601 98 97 113 28 336
2 329 3259 "Eastern College" "PA" "IIA" "442" "342" 363 "636" "413" "398" 473 19 17 17 4 57
3 371 3262 "Elizabethtown College" "PA" "IIB" "552" "456" 448 "718" "581" "465" 571 30 39 26 6 105
3 387 3265 "Franklin and Marshall Coll." "PA" "IIB" "675" "481" 517 "902" "653" "519" 694 56 43 44 9 152
2 341 3266 "Gannon University" "PA" "IIA" "453" "377" 365 "586" "489" "434" 469 35 54 76 17 182
3 312 3267 "Geneva College" "PA" "IIB" "416" "366" 366 "527" "475" "402" 469 17 17 16 0 50
3 400 3268 "Gettysburg College" "PA" "IIB" "627" "475" 485 "820" "630" "516" 637 38 65 28 20 151
3 269 3270 "Gwynedd-Mercy College" "PA" "IIB" "356" "316" 280 "428" "383" "330" 341 13 18 51 16 98
3 392 3274 "Haverford College" "PA" "IIB" "653" "498" 521 "876" "702" "551" 716 40 19 33 3 95
3 335 3275 "Holy Family College" "PA" "IIB" "480" "395" 364 "599" "504" "432" 465 12 14 33 16 75
3 310 3276 "Immaculata College" "PA" "IIB" "451" "406" 385 "572" "521" "399" 492 10 8 8 2 28
2 425 3277 "Indiana University of Penn." "PA" "IIA" "675" "541" 546 "859" "708" "571" 711 243 201 173 41 658
2 428 3278 "Thomas Jefferson University" "PA" "IIA" "*" "505" 441 "*" "678" "558" 578 5 9 24 18 59
3 316 3279 "Juniata College" "PA" "IIB" "488" "391" 419 "634" "497" "427" 545 36 20 16 2 74
3 354 3282 "King's College" "PA" "IIB" "498" "427" 409 "641" "548" "444" 520 22 28 45 0 95
3 419 3284 "Lafayette College" "PA" "IIB" "686" "517" 506 "873" "668" "536" 647 37 62 71 8 179
2 426 3287 "La Salle University" "PA" "IIA" "585" "482" 470 "733" "616" "543" 597 30 80 95 4 209
3 362 3288 "Lebanon Valley College" "PA" "IIB" "472" "401" 419 "593" "512" "466" 531 28 21 17 1 67
1 448 3289 "Lehigh University" "PA" "I" "757" "543" 635 "955" "700" "568" 805 216 118 77 4 416
3 348 3290 "Lincoln University" "PA" "IIB" "516" "400" 393 "628" "492" "433" 486 22 26 18 12 87
3 352 3293 "Lycoming College" "PA" "IIB" "502" "436" 395 "656" "575" "442" 507 16 26 33 11 86
2 356 3296 "Marywood College" "PA" "IIA" "514" "429" 412 "635" "524" "443" 508 25 41 52 3 121
3 312 3297 "Mercyhurst College" "PA" "IIB" "444" "390" 339 "592" "497" "390" 429 15 25 46 15 101
3 351 3298 "Messiah College" "PA" "IIB" "481" "400" 393 "621" "514" "446" 505 34 37 45 15 131
3 343 3301 "Moravian College" "PA" "IIB" "490" "406" 423 "624" "516" "430" 537 35 29 19 3 86
3 314 3303 "Carlow College" "PA" "IIB" "497" "383" 359 "623" "490" "397" 454 8 18 20 7 53
3 359 3304 "Muhlenberg College" "PA" "IIB" "589" "432" 449 "809" "568" "463" 600 36 31 37 2 115
2 439 3313 "Widener University" "PA" "IIA" "670" "556" 529 "870" "714" "567" 683 60 136 88 18 309
2 428 3315 "Bloomsburg Univ. of Penn." "PA" "IIA" "669" "538" 528 "856" "710" "580" 696 98 109 131 10 348
2 436 3316 "California Univ. of Penn." "PA" "IIA" "674" "541" 549 "850" "700" "578" 708 112 108 64 25 309
2 379 3317 "Cheyney University of Penn." "PA" "IIA" "692" "554" 550 "884" "732" "530" 725 35 35 21 7 98
2 415 3320 "East Stroudsburg University" "PA" "IIA" "676" "531" 526 "858" "696" "556" 686 95 72 85 20 272
2 424 3321 "Edinboro University of Penn." "PA" "IIA" "676" "545" 516 "870" "714" "570" 679 111 86 169 26 392
2 418 3322 "Kutztown Univ. of Penn." "PA" "IIA" "669" "544" 528 "847" "707" "558" 685 119 117 122 25 383
3 417 3323 "Lock Haven University" "PA" "IIB" "676" "544" 508 "820" "675" "527" 631 46 64 61 26 197
3 428 3324 "Mansfield Univ. of Penn." "PA" "IIB" "665" "532" 516 "839" "690" "568" 670 47 60 58 14 179
2 429 3325 "Millersville Univ. of Penn." "PA" "IIA" "660" "552" 549 "842" "723" "576" 716 117 97 100 6 320
2 425 3326 "Shippensburg University" "PA" "IIA" "673" "545" 573 "848" "706" "567" 735 148 67 83 3 301
2 431 3327 "Slippery Rock Univ. of Penn." "PA" "IIA" "675" "532" 537 "836" "670" "552" 676 127 104 138 11 380
2 431 3328 "West Chester Univ. of Penn." "PA" "IIA" "667" "540" 533 "821" "680" "554" 671 136 163 176 8 483
3 362 3354 "Phila.Coll.of Textiles&Sci." "PA" "IIB" "538" "425" 417 "693" "571" "452" 538 17 28 39 1 85
3 290 3357 "Point Park College" "PA" "IIB" "411" "331" 357 "519" "430" "363" 452 33 19 17 1 73
3 406 3359 "Robert Morris College" "PA" "IIB" "575" "454" 438 "724" "576" "513" 554 11 43 42 7 103
3 329 3362 "Seton Hill College" "PA" "IIB" "489" "380" 368 "575" "479" "403" 453 7 23 24 1 56
3 323 3366 "Saint Francis College" "PA" "IIB" "472" "392" 375 "573" "481" "403" 463 20 14 24 8 66
2 427 3367 "St. Joseph's University" "PA" "IIA" "594" "484" 487 "764" "628" "539" 623 39 50 63 2 154
3 317 3368 "Saint Vincent College" "PA" "IIB" "436" "399" 363 "603" "540" "406" 481 14 20 20 10 64
3 359 3369 "Susquehanna University" "PA" "IIB" "534" "420" 422 "661" "519" "443" 521 25 26 33 5 89
3 417 3370 "Swarthmore College" "PA" "IIB" "704" "519" 562 "868" "651" "526" 699 68 44 47 2 163
1 454 3371 "Temple University" "PA" "I" "736" "579" 606 "913" "724" "568" 755 490 332 291 37 1150
3 287 3376 "Thiel College" "PA" "IIB" "408" "342" 369 "534" "443" "376" 481 33 14 10 1 58
1 532 3378 "University of Pennsylvania" "PA" "I" "881" "622" 744 "1086" "831" "712" 945 541 240 212 0 993
1 421 3379 "Univ. of Pittsburgh-Main" "PA" "I" "736" "516" 547 "910" "653" "537" 688 427 402 373 63 1325
3 340 3380 "Univ. of Pittsburgh-Bradford" "PA" "IIB" "489" "418" 373 "619" "517" "419" 464 8 14 25 8 55
3 314 3381 "Univ. of Pittsburgh-Grnsburg" "PA" "IIB" "478" "401" 369 "602" "507" "401" 467 9 23 14 10 56
3 322 3382 "Univ. of Pittsburgh-Johnstwn" "PA" "IIB" "554" "430" 404 "704" "538" "401" 507 16 63 32 17 133
2 437 3384 "University of Scranton" "PA" "IIA" "565" "479" 475 "736" "632" "571" 621 51 86 95 5 242
3 354 3385 "Ursinus College" "PA" "IIB" "528" "419" 434 "686" "547" "458" 563 32 28 29 2 91
2 438 3388 "Villanova University" "PA" "IIA" "726" "535" 536 "912" "698" "586" 698 133 143 206 21 503
3 373 3389 "Washington & Jefferson Coll." "PA" "IIB" "549" "480" 473 "689" "608" "494" 602 33 29 18 7 87
3 297 3391 "Waynesburg College" "PA" "IIB" "407" "332" 333 "541" "453" "399" 451 20 11 22 11 67
3 337 3392 "Westminster College" "PA" "IIB" "497" "410" 423 "603" "498" "394" 508 47 12 24 10 93
2 338 3394 "Wilkes University" "PA" "IIA" "499" "430" 409 "612" "534" "408" 502 31 53 53 0 138
3 269 3396 "Wilson College" "PA" "IIB" "322" "314" 294 "402" "366" "315" 350 8 9 12 3 32
3 414 3399 "York College of Pennsylvania" "PA" "IIB" "615" "512" 464 "809" "664" "537" 603 13 32 67 1 113
3 342 3986 "Alltwn.Coll.St.Francis Sales" "PA" "IIB" "486" "415" 365 "594" "532" "429" 458 6 19 33 10 68
3 302 3987 "La Roche College" "PA" "IIB" "433" "364" 351 "518" "438" "355" 419 11 12 21 0 44
3 296 3988 "Neumann College" "PA" "IIB" "*" "328" 307 "*" "457" "399" 415 5 9 27 3 44
1 417 6965 "Penn State Univ.-Main Campus" "PA" "I" "721" "509" 522 "887" "642" "525" 652 622 449 427 160 1799
2 419 9235 "Clarion University of Penn." "PA" "IIA" "649" "539" 517 "824" "694" "549" 665 100 92 110 22 324
1 433 3401 "Brown University" "RI" "I" "752" "515" 625 "956" "659" "554" 797 286 100 111 0 514
3 502 3402 "Bryant College" "RI" "IIB" "632" "582" 556 "812" "746" "629" 709 40 43 45 0 135
2 418 3406 "Providence College" "RI" "IIA" "633" "526" 489 "827" "712" "544" 646 43 68 93 15 219
2 381 3407 "Rhode Island College" "RI" "IIA" "518" "442" 453 "675" "581" "504" 594 125 101 96 1 323
3 351 3409 "Rhode Island School Design" "RI" "IIB" "558" "427" 444 "739" "576" "484" 598 35 49 34 0 118
2 327 3411 "Salve Regina University" "RI" "IIA" "495" "397" 385 "620" "496" "406" 481 29 43 37 14 124
1 416 3414 "University of Rhode Island" "RI" "I" "630" "473" 541 "813" "622" "548" 703 334 187 135 3 659
3 NA 4917 "Roger Williams University" "RI" "IIB" "*" "*" 464 "*" "*" "*" 605 0 0 0 0 104
3 299 3419 "Charleston Southern Univ." "SC" "IIB" "429" "356" 327 "518" "430" "359" 395 12 20 29 6 72
3 241 3420 "Benedict College" "SC" "IIB" "320" "260" 257 "381" "311" "289" 308 21 10 29 18 78
3 214 3422 "Central Wesleyan College" "SC" "IIB" "293" "247" 264 "366" "311" "261" 329 20 7 9 0 36
2 332 3423 "Citadel Military Coll.of SC" "SC" "IIA" "469" "405" 421 "576" "502" "415" 520 65 59 24 0 148
1 375 3425 "Clemson University" "SC" "I" "602" "441" 466 "728" "544" "465" 571 296 224 191 42 801
3 318 3427 "Coker College" "SC" "IIB" "425" "359" 358 "521" "425" "378" 430 14 9 18 2 43
2 320 3428 "College of Charleston" "SC" "IIA" "475" "410" 374 "581" "505" "399" 462 68 102 118 32 320
3 330 3430 "Columbia College" "SC" "IIB" "415" "355" 358 "515" "441" "402" 442 23 25 15 9 76
3 317 3431 "Converse College" "SC" "IIB" "467" "384" 372 "582" "495" "402" 473 12 31 23 3 69
3 297 3432 "Erskine College" "SC" "IIB" "420" "*" 355 "527" "*" "366" 444 19 5 14 2 40
3 343 3434 "Furman University" "SC" "IIB" "551" "414" 453 "719" "530" "430" 583 86 39 54 6 185
3 343 3435 "Lander University" "SC" "IIB" "453" "381" 380 "557" "472" "427" 470 34 31 41 4 114
3 250 3436 "Limestone College" "SC" "IIB" "277" "282" 264 "319" "328" "287" 303 7 8 11 2 28
3 252 3439 "Morris College" "SC" "IIB" "*" "278" 269 "*" "314" "285" 303 5 16 21 4 46
3 243 3440 "Newberry College" "SC" "IIB" "351" "290" 287 "411" "344" "290" 339 11 19 11 5 46
3 316 3445 "Presbyterian College" "SC" "IIB" "503" "376" 397 "637" "478" "395" 501 26 22 22 5 75
3 307 3446 "South Carolina State College" "SC" "IIB" "458" "379" 350 "561" "467" "382" 432 59 58 77 36 255
1 385 3448 "Univ. South Carolina-Main" "SC" "I" "585" "436" 475 "705" "532" "472" 577 417 335 194 60 1034
3 317 3449 "Univ. South Carolina-Aiken" "SC" "IIB" "461" "392" 374 "563" "481" "392" 457 30 39 36 12 117
3 314 3451 "Coastal Carolina University" "SC" "IIB" "437" "377" 340 "535" "464" "389" 419 23 43 49 28 143
3 254 3455 "Voorhees College" "SC" "IIB" "*" "*" 233 "*" "*" "287" 265 1 3 12 14 30
2 327 3456 "Winthrop University" "SC" "IIA" "464" "378" 378 "578" "474" "413" 474 73 78 70 19 242
3 367 3457 "Wofford College" "SC" "IIB" "537" "413" 448 "662" "519" "469" 560 24 27 11 2 64
3 303 6951 "Univ. South Carolina-Sprtbrg" "SC" "IIB" "433" "368" 366 "529" "452" "376" 450 49 43 16 21 132
3 328 9226 "Francis Marion University" "SC" "IIB" "476" "394" 387 "585" "488" "410" 480 64 37 40 25 166
3 322 3458 "Augustana College" "SD" "IIB" "434" "382" 364 "576" "519" "429" 487 34 22 45 7 108
3 303 3459 "Black Hills State University" "SD" "IIB" "410" "341" 329 "487" "409" "366" 396 24 13 50 11 98
3 246 3461 "Dakota Wesleyan University" "SD" "IIB" "*" "290" 257 "*" "356" "302" 317 4 11 13 7 36
3 349 3463 "Dakota State University" "SD" "IIB" "469" "357" 351 "554" "427" "419" 420 9 11 24 12 56
2 297 3466 "Northern State University" "SD" "IIA" "417" "333" 337 "498" "402" "362" 407 27 30 35 12 104
3 289 3469 "Sioux Falls College" "SD" "IIB" "376" "308" 311 "463" "388" "364" 391 7 12 15 2 36
2 362 3470 "South Dakota Sch.Min.& Tech." "SD" "IIA" "473" "414" 419 "562" "495" "435" 500 45 28 26 5 104
2 326 3471 "South Dakota State Univ." "SD" "IIA" "440" "368" 368 "521" "440" "392" 440 132 67 122 44 367
1 340 10300 "University of South Dakota" "SD" "I" "480" "364" 362 "570" "438" "410" 436 88 75 134 55 352
2 314 3478 "Austin Peay State University" "TN" "IIA" "482" "362" 374 "581" "445" "390" 458 86 47 102 17 252
2 315 3479 "Belmont University" "TN" "IIA" "484" "372" 382 "573" "445" "377" 455 42 54 45 7 148
3 255 3480 "Bethel College" "TN" "IIB" "287" "*" 262 "345" "*" "307" 323 9 4 9 5 27
3 286 3481 "Carson-Newman College" "TN" "IIB" "393" "334" 324 "475" "405" "339" 390 32 33 41 11 117
3 312 3482 "Christian Brothers Univ." "TN" "IIB" "414" "347" 345 "509" "435" "395" 432 22 28 32 4 86
